x,y,label 
2.75,-20.58395704739499,0
2.76,-21.304534246237328,0
2.77,-21.029682888509157,0
2.78,-20.928335286738164,0
2.79,-20.903293432782412,0
2.8,-22.499333026521267,0
2.81,-21.474832293423848,0
2.82,-23.632328582095855,0
2.83,-22.00153195000284,0
2.84,-22.92487777374258,0
2.85,-23.930385170254798,0
2.86,-24.04973492564138,0
2.87,-24.466327059335697,0
2.88,-24.103412880568875,0
2.89,-23.28625177929897,0
2.9,-25.405047880336205,0
2.91,-24.186542748679923,0
2.92,-25.875920861550977,0
2.93,-26.49706520726361,0
2.94,-25.01881275909563,0
2.95,-25.038820570207427,0
2.96,-25.95665837481092,0
2.97,-25.95992988232802,0
2.98,-27.07106704302523,0
2.99,-25.771353341233276,0
3.0,-26.499388406574447,0
3.01,-28.131378340074924,0
3.02,-28.778351927759555,0
3.03,-27.822360874666852,0
3.04,-29.58147314174606,0
3.05,-27.68847913074008,0
3.06,-27.610515981249122,0
3.07,-28.850178478135966,0
3.08,-30.434282092549577,0
3.09,-29.780932536023457,0
3.1,-30.31986862446485,0
3.11,-29.195618073343887,0
3.12,-30.290630768910475,0
3.13,-30.04097261987137,0
3.14,-32.03029211762946,0
3.15,-31.182848906066834,0
3.16,-30.789677718997577,0
3.17,-33.103458499996464,0
3.18,-31.125178758298997,0
3.19,-33.76996579792801,0
3.2,-34.3643887048997,0
3.21,-32.81719279925073,0
3.22,-32.28803050265879,0
3.23,-33.4021710172777,0
3.24,-33.12381343957168,0
3.25,-33.33774021403116,0
3.26,-35.895741960237544,0
3.27,-33.886589770617576,0
3.28,-34.93952095036136,0
3.29,-36.18934657367737,0
3.3,-36.929477936704735,0
3.31,-34.96566832571776,0
3.32,-38.18009945699007,0
3.33,-36.96646669762726,0
3.34,-37.399161251942374,0
3.35,-38.753370812701576,0
3.36,-37.9971491368891,0
3.37,-39.81140657861927,0
3.38,-37.7824015987244,0
3.39,-40.36249010750017,0
3.4,-40.23817766297067,0
3.41,-38.281166718453946,0
3.42,-39.68471987943628,0
3.43,-41.4498282293117,0
3.44,-41.41375177597104,0
3.45,-42.74124202876569,0
3.46,-41.34266113870948,0
3.47,-41.68627329103608,0
3.48,-40.8256630485128,0
3.49,-42.42438730463294,0
3.5,-42.30233389888383,0
3.51,-44.878409651013285,0
3.52,-43.037231428072324,0
3.53,-44.42569766312996,0
3.54,-44.70057436036335,0
3.55,-46.26474462033855,0
3.56,-44.00369467877158,0
3.57,-46.189277207876835,0
3.58,-45.8418011207035,0
3.59,-46.780413820748876,0
3.6,-45.76742063370118,0
3.61,-46.11378421459324,0
3.62,-46.48820704135682,0
3.63,-48.72684788995751,0
3.64,-46.60692767245159,0
3.65,-48.45173591266227,0
3.66,-47.71172633267127,0
3.67,-50.56483210252091,0
3.68,-49.537904595145996,0
3.69,-50.99813986486658,0
3.7,-52.08071572640378,0
3.71,-49.4981839338282,0
3.72,-49.966095643158646,0
3.73,-51.94529090161367,0
3.74,-53.64000209641719,0
3.75,-53.11839502017257,0
3.76,-51.353542715469224,0
3.77,-52.5999245648292,0
3.78,-53.49737403342537,0
3.79,-54.2355474835743,0
3.8,-54.96877284344838,0
3.81,-55.43386218366453,0
3.82,-53.8402256570436,0
3.83,-57.98510975464511,0
3.84,-58.335567262916705,0
3.85,-55.9573086574125,0
3.86,-56.860412721940484,0
3.87,-56.67134976661779,0
3.88,-60.3014669194151,0
3.89,-57.80257709721852,0
3.9,-58.850931216233874,0
3.91,-60.54357535212499,0
3.92,-59.54363951130087,0
3.93,-61.06271592614063,0
3.94,-60.76230193613999,0
3.95,-62.588709943824234,0
3.96,-62.68367140413009,0
3.97,-62.64179499598994,0
3.98,-62.757018235016446,0
3.99,-65.12036064281918,0
4.0,-64.18174372312156,0
4.01,-65.03898345316806,0
4.02,-63.96460742336598,0
4.03,-64.20800376634082,0
4.04,-64.69200813260814,0
4.05,-64.69450440297689,0
4.06,-66.02525473648568,0
4.07,-68.94773239137363,0
4.08,-69.85229812904721,0
4.09,-66.65959818819562,0
4.1,-70.50404923738549,0
4.11,-67.46565484017371,0
4.12,-70.86008930824572,0
4.13,-69.9022523721218,0
4.14,-71.58823662996302,0
4.15,-72.80401851207822,0
4.16,-70.96036315779256,0
4.17,-73.60317245415304,0
4.18,-74.4538929900767,0
4.19,-72.83595448637702,0
4.2,-73.72722966112514,0
4.21,-73.42976843464521,0
4.22,-74.41368123065563,0
4.23,-77.11489328187356,0
4.24,-77.94732677685248,0
4.25,-77.78731843750805,0
4.26,-75.30130430824953,0
4.27,-76.54669601932152,0
4.28,-78.03663729645929,0
4.29,-78.35344320160596,0
4.3,-80.29843715240305,0
4.31,-79.04387057445867,0
4.32,-81.39094691254725,0
4.33,-79.02208435966884,0
4.34,-82.07379557581629,0
4.35,-81.96941082611143,0
4.36,-82.43121486231179,0
4.37,-83.76382359108311,0
4.38,-84.46908800705604,0
4.39,-83.2302912322292,0
4.4,-86.34613052008578,0
4.41,-85.44811098110074,0
4.42,-87.38039508136866,0
4.43,-85.76499109955134,0
4.44,-88.56259954806764,0
4.45,-87.7072849735605,0
4.46,-89.29353192870968,0
4.47,-90.36308993907464,0
4.48,-91.69832927739203,0
4.49,-92.0696727153394,0
4.5,-92.42566844627936,0
4.51,-91.64548553931866,0
4.52,-90.75657174176017,0
4.53,-92.97704267955433,0
4.54,-92.5304151270979,0
4.55,-94.05862954047807,0
4.56,-96.91893248779762,0
4.57,-97.61776162036931,0
4.58,-96.36722266863221,0
4.59,-96.69285510623595,0
4.6,-96.86546428343252,0
4.61,-96.01866198706455,0
4.62,-99.96580091385698,0
4.63,-101.5308867990167,0
4.64,-100.12953585456559,0
4.65,-102.08337714398992,0
4.66,-102.95982177602458,0
4.67,-102.5754738078126,0
4.68,-101.44569867089133,0
4.69,-100.92023028637685,0
4.7,-105.60895228563858,0
4.71,-104.85227702909046,0
4.72,-106.07946670392826,0
4.73,-107.32618248880453,0
4.74,-104.62174441665962,0
4.75,-105.97316107498276,0
4.76,-105.52608163702695,0
4.77,-109.88234999947946,0
4.78,-107.10160978859196,0
4.79,-109.66340401937241,0
4.8,-111.31844603435628,0
4.81,-111.6686875389683,0
4.82,-112.85151398431826,0
4.83,-111.33153240992176,0
4.84,-115.25998966227478,0
4.85,-115.85811500018255,0
4.86,-115.73764315745635,0
4.87,-113.180019705384,0
4.88,-115.94376556183155,0
4.89,-116.24112138930485,0
4.9,-116.21562953991145,0
4.91,-120.60645357636417,0
4.92,-119.52207266723816,0
4.93,-120.66823173182826,0
4.94,-118.27245728888518,0
4.95,-119.81548179076584,0
4.96,-122.65886263083601,0
4.97,-122.25715428258107,0
4.98,-123.46042933614541,0
4.99,-121.9993845062624,0
5.0,-125.61760509777,0
0.0,0.0,1
0.01,-4.7315196882937826E-4,1
0.02,-0.0017552892978948945,1
0.03,0.0029222099116285737,1
0.04,-0.0065736650398834605,1
0.05,-0.007972815446294893,1
0.06,-0.019790597920753664,1
0.07,-0.02809249453807862,1
0.08,-0.01352650427352352,1
0.09,-6.647209099375891E-4,1
0.1,0.03424685727564175,1
0.11,0.049694736587641994,1
0.12,-0.050032819975589136,1
0.13,0.03615069301303771,1
0.14,0.06127760949305448,1
0.15,0.04487692232963922,1
0.16,0.03659434811845581,1
0.17,-0.03367002045768964,1
0.18,-0.055141519004671284,1
0.19,0.024190022614687605,1
0.2,-0.08448208555256194,1
0.21,-0.0439726217715675,1
0.22,0.09458700129702566,1
0.23,0.07449901258326896,1
0.24,0.06946519371767265,1
0.25,-0.021159540846822728,1
0.26,-0.07417171093025215,1
0.27,-0.01884173348988297,1
0.28,0.055754644788156046,1
0.29,0.07800797994791278,1
0.3,0.08613519841324595,1
0.31,0.11357955586057952,1
0.32,0.19031328390176866,1
0.33,0.07252359827861297,1
0.34,0.20368356648253938,1
0.35,-0.06729163083164483,1
0.36,0.06917660889753796,1
0.37,0.150572145418894,1
0.38,0.017097365203856338,1
0.39,-0.07004719439513973,1
0.4,0.10775389354484761,1
0.41,0.08746455742662314,1
0.42,0.18169254363344894,1
0.43,-0.07457029583290098,1
0.44,-0.03321564789571295,1
0.45,0.06874376745448003,1
0.46,0.00692449386069173,1
0.47,0.21768954315129363,1
0.48,0.33790358432925577,1
0.49,-0.12514355070641553,1
0.5,-0.023818676310906395,1
0.51,-0.040144921313398224,1
0.52,-0.04641419375991013,1
0.53,0.3242348559884028,1
0.54,-0.05447585218827353,1
0.55,-0.04914135570502007,1
0.56,0.4184242714240204,1
0.57,0.4193084578883859,1
0.58,0.30503624033267523,1
0.59,-0.012310334055635891,1
0.6,0.0437612260871737,1
0.61,0.01736790921442047,1
0.62,0.1076047635104983,1
0.63,0.3377670310713414,1
0.64,-0.02192065120048292,1
0.65,0.4178323081808308,1
0.66,0.33772285005260383,1
0.67,0.05223064728122276,1
0.68,0.31381811996037495,1
0.69,0.5018264472418669,1
0.7,0.01976454720354276,1
0.71,0.5636027735952267,1
0.72,0.5898826759369269,1
0.73,0.4815568231902536,1
0.74,0.303652479950675,1
0.75,0.7074025140783466,1
0.76,0.3105671341473851,1
0.77,0.10828351626184579,1
0.78,0.30840599414390724,1
0.79,0.10940621811671142,1
0.8,0.6784216622030719,1
0.81,0.7412204661393355,1
0.82,0.38322758967351234,1
0.83,0.78083262488801,1
0.84,0.28325010577794973,1
0.85,0.25795821582112777,1
0.86,0.7340572244255539,1
0.87,0.855293784546436,1
0.88,1.0744354633201838,1
0.89,1.0424915653990157,1
0.9,0.5733966371073892,1
0.91,1.0663921014720545,1
0.92,0.6416511321614811,1
0.93,0.41214953833981294,1
0.94,0.4151808788160879,1
0.95,1.3158594808228243,1
0.96,1.1922293069306127,1
0.97,0.7521660252271111,1
0.98,1.0470500118394368,1
0.99,0.48162649581418254,1
1.0,0.7545219293528953,1
1.01,0.5487979921924429,1
1.02,0.6820521018780733,1
1.03,1.4456786560785704,1
1.04,0.6880060028877335,1
1.05,0.9112924690249482,1
1.06,1.6130876037613333,1
1.07,1.5855015196711968,1
1.08,1.2951522788868124,1
1.09,1.1021242119559633,1
1.1,1.3787861422972394,1
1.11,1.462839120146979,1
1.12,0.9996957447545345,1
1.13,1.2462745118693288,1
1.14,1.5714893451403837,1
1.15,2.07188802539336,1
1.16,2.0934169436968597,1
1.17,2.1363947233095426,1
1.18,1.6290969894509078,1
1.19,1.3684241036818394,1
1.2,1.7713652766930927,1
1.21,1.6739998913381844,1
1.22,1.4052197166525695,1
1.23,1.6042117656133872,1
1.24,1.986129746436483,1
1.25,2.2498644950450672,1
1.26,1.8988680856801503,1
1.27,1.4998720764608462,1
1.28,1.7877872748088608,1
1.29,1.7620464686957993,1
1.3,2.1582972447897357,1
1.31,2.5066920741916325,1
1.32,1.710036209471926,1
1.33,2.429946282803626,1
1.34,2.6861158298896832,1
1.35,1.8961381800762076,1
1.36,2.8472513122504575,1
1.37,2.3800146512380724,1
1.38,3.1368600907335464,1
1.39,3.087594595175744,1
1.4,2.6542755228539767,1
1.41,3.175656172585316,1
1.42,3.0864274921157295,1
1.43,3.012582058634238,1
1.44,3.263197195214576,1
1.45,3.653036313279801,1
1.46,2.757558731509806,1
1.47,3.169922975532623,1
1.48,2.641642969902643,1
1.49,2.5883857494564837,1
1.5,3.6194539750655745,1
1.51,3.043506933372565,1
1.52,2.7677520088328413,1
1.53,2.9135098100958436,1
1.54,3.9351067339014936,1
1.55,3.5449740145155473,1
1.56,4.200484238099367,1
1.57,3.537049955880942,1
1.58,4.079538901825568,1
1.59,4.310274627330686,1
1.6,4.092751453932638,1
1.61,3.8221110018126323,1
1.62,4.688320924353198,1
1.63,4.194181293606742,1
1.64,3.7815518625487066,1
1.65,5.078661089239162,1
1.66,4.711065025056418,1
1.67,5.402921556600826,1
1.68,4.106327095653243,1
1.69,5.254129942060608,1
1.7,4.651481816391965,1
1.71,4.504672074941254,1
1.72,4.266655792744473,1
1.73,5.070378341069341,1
1.74,6.066598886647153,1
1.75,5.423200072727786,1
1.76,6.28564015385961,1
1.77,5.202183304846271,1
1.78,6.4653450920832585,1
1.79,5.103962139292882,1
1.8,5.9084383541166,1
1.81,6.544082987102799,1
1.82,6.603414718005655,1
1.83,5.706970574519985,1
1.84,5.7888431828242775,1
1.85,6.181352052164496,1
1.86,5.849635907943357,1
1.87,7.229213551352621,1
1.88,6.253105166908911,1
1.89,7.199528541667662,1
1.9,6.911479046026456,1
1.91,7.223868669085261,1
1.92,7.891850345296142,1
1.93,6.247794446357228,1
1.94,7.92635631809316,1
1.95,8.376479927118877,1
1.96,8.110442843195365,1
1.97,7.627116303524107,1
1.98,7.443476418462292,1
1.99,8.122172402343653,1
2.0,8.477997874668278,1
2.01,7.226883975900371,1
2.02,8.290737439564888,1
2.03,7.575364456072545,1
2.04,9.207954618453751,1
2.05,7.796345834096789,1
2.06,8.974957967283292,1
2.07,8.286794215979015,1
2.08,10.011175126454297,1
2.09,8.5519218977837,1
2.1,9.01416686347254,1
2.11,9.144514678665427,1
2.12,8.678444804442094,1
2.13,10.080989676090564,1
2.14,9.840193406960152,1
2.15,11.008322951638224,1
2.16,9.105507683517915,1
2.17,9.399474764612943,1
2.18,10.270922997083836,1
2.19,10.05337984444674,1
2.2,10.182883395406948,1
2.21,10.087043323156633,1
2.22,10.24680763453965,1
2.23,11.091039766448965,1
2.24,11.307173672126602,1
2.25,12.12238601822046,1
2.26,11.308046894968234,1
2.27,11.485654691466753,1
2.28,12.902881749311977,1
2.29,12.954498707153077,1
2.3,12.469783118758318,1
2.31,11.987833699387501,1
2.32,13.026433991005053,1
2.33,13.186512065895363,1
2.34,12.865182885396706,1
2.35,12.119835247572738,1
2.36,13.169610048851728,1
2.37,13.44899223914791,1
2.38,14.562909029517424,1
2.39,13.189941300185131,1
2.4,14.100457626031158,1
2.41,15.19223202264543,1
2.42,13.238718813247873,1
2.43,15.332310811631036,1
2.44,15.408488360765288,1
2.45,14.644377052046194,1
2.46,15.22325806988289,1
2.47,15.419434827680623,1
2.48,15.39002338761404,1
2.49,14.306781797564103,1
2.5,16.172057370626547,1
2.51,15.148417432913407,1
2.52,15.291481653476392,1
2.53,15.652268010823931,1
2.54,17.50177222411938,1
2.55,16.922384446758638,1
2.56,16.83567857709153,1
2.57,18.038461123142326,1
2.58,17.701349112857397,1
2.59,17.546877247400168,1
2.6,17.90133021643802,1
2.61,17.759611548960148,1
2.62,18.510538534945397,1
2.63,16.910618744665975,1
2.64,18.44143632397668,1
2.65,18.39876480522132,1
2.66,18.673518510285778,1
2.67,20.11304887047588,1
2.68,18.724546128278803,1
2.69,18.86032751660618,1
2.7,18.53483552054309,1
2.71,20.220008406504636,1
2.72,19.716591788136817,1
2.73,20.173486418704762,1
2.74,21.380913907953413,1
2.75,21.036413507263827,1
2.76,22.362507642482957,1
2.77,22.2320751954942,1
2.78,22.815532149395878,1
2.79,22.20319849990358,1
2.8,20.98873937829313,1
2.81,22.878845704970942,1
2.82,23.22441252177715,1
2.83,23.3977212828497,1
2.84,23.502481372153987,1
2.85,21.814191757783114,1
2.86,22.82491908785335,1
2.87,23.374712887680303,1
2.88,22.943570849597055,1
2.89,23.413688380540105,1
2.9,24.824311718137217,1
2.91,24.19122332029208,1
2.92,25.88290444277766,1
2.93,26.087853593967925,1
2.94,24.376555168986197,1
2.95,26.876357020176457,1
2.96,26.509536373929365,1
2.97,26.273808794267612,1
2.98,27.005837433333387,1
2.99,27.06741331660876,1
3.0,26.11975714519374,1
3.01,26.484510029956603,1
3.02,28.02720781139741,1
3.03,27.690842829777548,1
3.04,27.387948901132283,1
3.05,29.869444993027496,1
3.06,28.553600322301882,1
3.07,29.311704785982364,1
3.08,29.813356636818213,1
3.09,30.183639819548613,1
3.1,28.846470761459173,1
3.11,30.871561010278548,1
3.12,30.291613221229756,1
3.13,29.641996033683398,1
3.14,30.976831966701724,1
3.15,30.14446708141251,1
3.16,31.967404314628908,1
3.17,32.45587923668376,1
3.18,33.42713838317954,1
3.19,33.16642566334937,1
3.2,34.097560709916394,1
3.21,34.19101135209783,1
3.22,32.794730596220276,1
3.23,34.857846842236235,1
3.24,35.024615827017584,1
3.25,33.51257266599752,1
3.26,36.14691872081061,1
3.27,36.103715364075384,1
3.28,34.401970978498,1
3.29,34.07750216093831,1
3.3,35.83874888290819,1
3.31,37.4947983271331,1
3.32,35.11576655760614,1
3.33,35.47779450696193,1
3.34,35.84956578946166,1
3.35,36.777836500587874,1
3.36,37.10786109354218,1
3.37,37.00462419022668,1
3.38,37.57615388190928,1
3.39,40.435747630031194,1
3.4,39.43148276860979,1
3.41,40.84389309360166,1
3.42,41.471012297726645,1
3.43,41.79293272473571,1
3.44,41.27862347722755,1
3.45,41.49178218137809,1
3.46,41.26669012889815,1
3.47,43.04831641037448,1
3.48,41.79860934953809,1
3.49,40.97660560465578,1
3.5,43.49358415784356,1
3.51,44.11226599524124,1
3.52,44.35299431243896,1
3.53,43.223205577273255,1
3.54,45.11167781645288,1
3.55,42.97552887900004,1
3.56,44.45548601798657,1
3.57,46.23079438186099,1
3.58,46.90887687420355,1
3.59,46.11129356125236,1
3.6,47.93953228872871,1
3.61,47.40704532767009,1
3.62,48.14237642540757,1
3.63,48.93792758585096,1
3.64,50.032961596651404,1
3.65,48.12285417631106,1
3.66,49.807376624774506,1
3.67,49.18236592397714,1
3.68,49.791189881621825,1
3.69,51.95604160118538,1
3.7,52.22194450577973,1
3.71,52.31502227752922,1
3.72,52.98047978427467,1
3.73,53.10084018907609,1
3.74,51.25040490011518,1
3.75,50.93897081855819,1
3.76,54.88305701040104,1
3.77,55.2558118689653,1
3.78,55.32282806076309,1
3.79,55.501497361974124,1
3.8,55.12906439516869,1
3.81,57.068366685317066,1
3.82,55.19746972815228,1
3.83,57.85744728455269,1
3.84,57.138859517263356,1
3.85,56.92181033055347,1
3.86,58.528906857995125,1
3.87,56.92360181762666,1
3.88,57.595537800708065,1
3.89,59.72332620319997,1
3.9,59.15960328511556,1
3.91,60.69409564233336,1
3.92,61.19429248769987,1
3.93,62.17100653104416,1
3.94,62.91923116055654,1
3.95,61.2011472286086,1
3.96,60.844802379461065,1
3.97,61.927478542586684,1
3.98,63.26676719964419,1
3.99,63.63560676905192,1
4.0,62.64776980960004,1
4.01,63.259334877040864,1
4.02,65.45767864470017,1
4.03,67.1905379957676,1
4.04,67.03951583320158,1
4.05,65.22796031893868,1
4.06,65.41490740704351,1
4.07,67.07073754275731,1
4.08,67.6916712039609,1
4.09,70.39096405758325,1
4.1,69.84036412156364,1
4.11,69.97425968093721,1
4.12,70.45899256599196,1
4.13,72.34676383274376,1
4.14,69.53573777953494,1
4.15,70.51115498329764,1
4.16,72.99966707335089,1
4.17,73.06043555867001,1
4.18,73.28013146709439,1
4.19,73.94224839894389,1
4.2,75.16166045866754,1
4.21,75.63923578926408,1
4.22,76.2898364445711,1
4.23,77.27937554255787,1
4.24,75.86820350198157,1
4.25,74.99372234537493,1
4.26,78.69496014550488,1
4.27,75.99056814558519,1
4.28,79.35790574352129,1
4.29,79.65764583827811,1
4.3,77.52113232182907,1
4.31,80.42172358811007,1
4.32,80.47272706458092,1
4.33,79.86925674774524,1
4.34,82.29461616343995,1
4.35,81.34281954250486,1
4.36,83.87263643365137,1
4.37,85.44087318113749,1
4.38,84.82836624149023,1
4.39,86.34423393125185,1
4.4,83.50173158308951,1
4.41,84.87497713317057,1
