Date,Open,High,Low,Close,Volume,Adj Close
2011-03-31,12350.84,12422.96,12277.05,12319.73,3566270000,12319.73
2011-03-30,12280.07,12413.43,12271.52,12350.61,3809570000,12350.61
2011-03-29,12193.87,12310.35,12141.65,12279.01,3482580000,12279.01
2011-03-28,12221.19,12272.92,12197.88,12197.88,3215170000,12197.88
2011-03-25,12170.71,12290.29,12143.62,12220.59,4223740000,12220.59
2011-03-24,12087.54,12221.08,12064.60,12170.56,4223740000,12170.56
2011-03-23,12018.40,12131.89,11936.70,12086.02,3842350000,12086.02
2011-03-22,12036.37,12096.01,11965.38,12018.63,3576550000,12018.63
2011-03-21,11860.11,12117.88,11860.11,12036.53,4223730000,12036.53
2011-03-18,11777.23,11971.14,11777.23,11858.52,4685500000,11858.52
2011-03-17,11614.82,11842.55,11614.82,11774.59,4134950000,11774.59
2011-03-16,11854.13,11862.08,11548.14,11613.30,5833000000,11613.30
2011-03-15,11988.69,11988.69,11648.50,11855.42,5201400000,11855.42
2011-03-14,12042.13,12058.44,11873.43,11993.16,4050370000,11993.16
2011-03-11,11976.96,12087.01,11936.32,12044.40,3740400000,12044.40
2011-03-10,12211.43,12211.43,11924.48,11984.61,4723020000,11984.61
2011-03-09,12211.16,12293.74,12106.68,12213.09,3709520000,12213.09
2011-03-08,12085.80,12276.37,12039.02,12214.38,4531420000,12214.38
2011-03-07,12171.09,12268.87,12025.51,12090.03,3964730000,12090.03
2011-03-04,12258.88,12306.26,12056.81,12169.88,4223740000,12169.88
2011-03-03,12068.01,12317.84,12068.01,12258.20,4340470000,12258.20
2011-03-02,12057.34,12154.97,11970.08,12066.80,1025000000,12066.80
2011-03-01,12226.57,12304.03,12036.00,12058.02,1180420000,12058.02
2011-02-28,12130.22,12293.47,12112.28,12226.34,1252850000,12226.34
2011-02-25,12060.93,12202.20,12043.83,12130.45,3836030000,12130.45
2011-02-24,12104.64,12202.69,11960.62,12068.50,1222900000,12068.50
2011-02-23,12211.81,12289.84,12007.39,12105.78,1330340000,12105.78
2011-02-22,12389.74,12394.70,12142.97,12212.79,1322780000,12212.79
2011-02-18,12318.60,12417.97,12265.16,12391.25,1966450000,12391.25
2011-02-17,12287.79,12357.50,12216.80,12318.14,1966450000,12318.14
2011-02-16,12219.79,12338.43,12195.54,12288.17,1966450000,12288.17
2011-02-15,12266.75,12293.47,12146.27,12226.64,3926860000,12226.64
2011-02-14,12266.83,12327.00,12185.21,12268.19,3567040000,12268.19
2011-02-11,12227.78,12326.85,12138.40,12273.26,4219300000,12273.26
2011-02-10,12239.66,12291.35,12107.40,12229.29,4184610000,12229.29
2011-02-09,12229.59,12304.29,12135.86,12239.89,3922240000,12239.89
2011-02-08,12152.70,12258.92,12114.78,12233.15,3881530000,12233.15
2011-02-07,12092.38,12219.45,12003.34,12161.63,3902270000,12161.63
2011-02-04,12061.65,12125.38,12003.34,12092.15,3925950000,12092.15
2011-02-03,12040.68,12105.17,11957.97,12062.26,4370990000,12062.26
2011-02-02,12038.27,12104.11,11962.73,12041.97,4098260000,12041.97
2011-02-01,11892.50,12082.24,11892.50,12040.16,5164500000,12040.16
2011-01-31,11824.46,11951.08,11738.30,11891.93,4167160000,11891.93
2011-01-28,11990.36,12047.65,11775.64,11823.70,5618630000,11823.70
2011-01-27,11985.36,12066.72,11907.71,11989.83,4309190000,11989.83
2011-01-26,11978.85,12069.83,11903.28,11985.44,4730980000,11985.44
2011-01-25,11979.08,12072.17,11840.05,11977.19,4595380000,11977.19
2011-01-24,11873.50,12021.24,11826.58,11980.52,3902470000,11980.52
2011-01-21,11824.76,11960.31,11802.97,11871.84,4935320000,11871.84
2011-01-20,11823.70,11890.15,11700.68,11822.80,4935320000,11822.80
2011-01-19,11834.21,11922.92,11746.36,11825.29,4743710000,11825.29
2011-01-18,11783.82,11909.23,11740.83,11837.93,5284990000,11837.93
2011-01-14,11732.20,11827.11,11658.41,11787.38,4661590000,11787.38
2011-01-13,11753.70,11803.19,11666.32,11731.90,4310840000,11731.90
2011-01-12,11673.62,11814.55,11673.62,11755.44,4226940000,11755.44
2011-01-11,11638.51,11756.57,11601.57,11671.88,4050750000,11671.88
2011-01-10,11672.34,11698.33,11545.87,11637.45,4036450000,11637.45
2011-01-07,11696.86,11761.49,11578.64,11674.76,4963110000,11674.76
2011-01-06,11716.93,11795.78,11615.31,11697.31,4844100000,11697.31
2011-01-05,11688.76,11775.72,11610.29,11722.89,4764920000,11722.89
2011-01-04,11670.90,11766.94,11582.99,11691.18,4796420000,11691.18
2011-01-03,11577.43,11750.90,11577.43,11670.75,4286670000,11670.75
2010-12-31,11569.33,11612.77,11515.79,11577.51,1799770000,11577.51
2010-12-30,11585.83,11614.44,11535.50,11569.71,1970720000,11569.71
2010-12-29,11572.74,11655.04,11557.53,11585.38,2214380000,11585.38
2010-12-28,11554.80,11624.32,11514.88,11575.54,2478450000,11575.54
2010-12-27,11572.81,11597.41,11480.52,11555.03,1992470000,11555.03
2010-12-23,11559.11,11615.57,11514.54,11573.49,2515020000,11573.49
2010-12-22,11532.17,11600.97,11486.23,11559.49,1285590000,11559.49
2010-12-21,11478.36,11585.83,11454.97,11533.16,3479670000,11533.16
2010-12-20,11491.30,11561.61,11417.32,11478.13,3548140000,11478.13
2010-12-17,11499.02,11542.58,11421.45,11491.91,4632470000,11491.91
2010-12-16,11457.93,11553.51,11394.88,11499.25,4736820000,11499.25
2010-12-15,11475.64,11552.45,11416.60,11457.47,4407340000,11457.47
2010-12-14,11429.09,11543.90,11389.32,11476.54,4132350000,11476.54
2010-12-13,11406.16,11513.70,11369.00,11428.56,4361240000,11428.56
2010-12-10,11370.44,11446.65,11326.01,11410.32,4547310000,11410.32
2010-12-09,11370.44,11449.37,11293.77,11370.06,4522510000,11370.06
2010-12-08,11354.45,11441.62,11281.43,11372.48,4607590000,11372.48
2010-12-07,11363.85,11507.27,11327.68,11359.16,6970630400,11359.16
2010-12-06,11381.33,11422.66,11313.60,11362.19,3527370000,11362.19
2010-12-03,11361.81,11408.58,11280.60,11382.09,3735780000,11382.09
2010-12-02,11255.93,11404.42,11237.20,11362.41,4970800000,11362.41
2010-12-01,11007.31,11297.52,11007.31,11255.78,4548110000,11255.78
2010-11-30,11049.72,11083.18,10916.26,11006.02,4284700000,11006.02
2010-11-29,11083.75,11092.49,10906.46,11052.49,3673450000,11052.49
2010-11-26,11183.50,11183.50,11046.74,11092.00,1613820000,11092.00
2010-11-24,11037.43,11221.11,11037.43,11187.28,3384250000,11187.28
2010-11-23,11177.60,11177.60,10968.78,11036.37,4133070000,11036.37
2010-11-22,11201.59,11213.92,11044.39,11178.58,3689500000,11178.58
2010-11-19,11180.77,11238.52,11096.92,11203.55,3675390000,11203.55
2010-11-18,11010.49,11234.74,11010.49,11181.23,4687260000,11181.23
2010-11-17,11017.83,11091.69,10947.52,11007.88,3904780000,11007.88
2010-11-16,11194.70,11194.70,10949.86,11023.50,5116380000,11023.50
2010-11-15,11194.02,11314.36,11149.97,11201.97,3503370000,11201.97
2010-11-12,11281.28,11307.69,11114.10,11192.58,4213620000,11192.58
2010-11-11,11326.69,11350.30,11175.17,11283.10,3931120000,11283.10
2010-11-10,11342.81,11395.37,11239.69,11357.04,4561300000,11357.04
2010-11-09,11403.51,11453.01,11293.35,11346.75,4848040000,11346.75
2010-11-08,11439.61,11454.44,11324.27,11406.84,3937230000,11406.84
2010-11-05,11435.30,11505.83,11336.15,11444.08,5637460000,11444.08
2010-11-04,11216.65,11481.01,11216.65,11434.84,5695470000,11434.84
2010-11-03,11184.80,11261.23,11088.74,11215.13,4665480000,11215.13
2010-11-02,11125.30,11266.26,11125.30,11188.72,3866200000,11188.72
2010-11-01,11120.30,11257.59,11053.29,11124.62,4129180000,11124.62
2010-10-29,11120.45,11178.43,11028.08,11118.40,3537880000,11118.40
2010-10-28,11127.34,11217.33,11033.87,11113.95,4283460000,11113.95
2010-10-27,11168.40,11172.83,10986.68,11126.28,4335670000,11126.28
2010-10-26,11163.06,11221.04,11055.48,11169.46,4203680000,11169.46
2010-10-25,11133.40,11266.30,11127.27,11164.05,4221380000,11164.05
2010-10-22,11146.41,11192.09,11071.22,11132.56,3177890000,11132.56
2010-10-21,11105.24,11249.57,11038.79,11146.57,4625470000,11146.57
2010-10-20,10974.52,11176.08,10969.47,11107.97,5027880000,11107.97
2010-10-19,11139.60,11139.60,10897.57,10978.62,5600120000,10978.62
2010-10-18,11062.71,11184.86,11021.46,11143.69,4450050000,11143.69
2010-10-15,11096.01,11172.07,10985.28,11062.78,5724910000,11062.78
2010-10-14,11096.92,11148.15,10996.71,11096.92,4969410000,11096.92
2010-10-13,11022.82,11187.77,11014.19,11096.08,4969410000,11096.08
2010-10-12,11010.79,11064.68,10890.76,11020.40,4076170000,11020.40
2010-10-11,11006.93,11068.54,10956.26,11010.34,3118110000,11010.34
2010-10-08,10948.50,11055.29,10901.12,11006.48,3871420000,11006.48
2010-10-07,10968.41,11032.17,10878.04,10948.58,3910550000,10948.58
2010-10-06,10936.79,11015.86,10880.08,10967.65,4073160000,10967.65
2010-10-05,10752.63,10982.98,10752.63,10944.72,4068840000,10944.72
2010-10-04,10828.85,10875.54,10682.66,10751.27,3604110000,10751.27
2010-10-01,10789.72,10907.41,10759.14,10829.68,4298910000,10829.68
2010-09-30,10835.96,10960.99,10732.27,10788.05,4284160000,10788.05
2010-09-29,10857.98,10901.96,10759.75,10835.28,3990280000,10835.28
2010-09-28,10809.85,10905.44,10714.03,10858.14,4025840000,10858.14
2010-09-27,10860.03,10902.52,10776.44,10812.04,3587860000,10812.04
2010-09-24,10664.39,10897.83,10664.39,10860.26,4123950000,10860.26
2010-09-23,10738.48,10779.65,10610.12,10662.42,3847850000,10662.42
2010-09-22,10761.11,10829.75,10682.40,10739.31,3911070000,10739.31
2010-09-21,10753.39,10844.89,10674.83,10761.03,4175660000,10761.03
2010-09-20,10608.08,10783.51,10594.38,10753.62,3364080000,10753.62
2010-09-17,10595.44,10689.29,10529.67,10607.85,4086140000,10607.85
2010-09-16,10571.75,10624.58,10499.43,10594.83,3364080000,10594.83
2010-09-15,10526.42,10609.21,10453.15,10572.73,3369840000,10572.73
2010-09-14,10544.81,10622.69,10460.34,10526.49,4521050000,10526.49
2010-09-13,10458.60,10605.73,10458.45,10544.13,4521050000,10544.13
2010-09-10,10415.01,10502.80,10376.34,10462.77,3061160000,10462.77
2010-09-09,10388.22,10515.86,10359.23,10415.24,3387770000,10415.24
2010-09-08,10338.57,10460.50,10318.93,10387.01,3224640000,10387.01
2010-09-07,10446.80,10448.99,10304.44,10340.69,3107380000,10340.69
2010-09-03,10321.92,10484.71,10321.92,10447.93,3534500000,10447.93
2010-09-02,10270.08,10350.98,10211.80,10320.10,3704210000,10320.10
2010-09-01,10016.01,10305.87,10016.01,10269.47,4396880000,10269.47
2010-08-31,10006.42,10101.53,9915.73,10014.72,4038770000,10014.72
2010-08-30,10145.58,10170.10,10005.56,10009.73,2917990000,10009.73
2010-08-27,9982.40,10176.30,9925.11,10150.65,4102460000,10150.65
2010-08-26,10059.83,10138.12,9959.17,9985.81,3646710000,9985.81
2010-08-25,10040.15,10104.18,9925.34,10060.06,4360190000,10060.06
2010-08-24,10170.86,10170.86,9975.86,10040.45,4436330000,10040.45
2010-08-23,10215.51,10328.88,10146.18,10174.41,3210950000,10174.41
2010-08-20,10270.98,10276.13,10131.88,10213.62,3761570000,10213.62
2010-08-19,10411.15,10412.29,10202.34,10271.21,4290540000,10271.21
2010-08-18,10398.59,10486.38,10308.83,10415.54,3724260000,10415.54
2010-08-17,10297.55,10501.67,10297.55,10405.85,3968210000,10405.85
2010-08-16,10303.07,10354.39,10193.26,10302.01,3142450000,10302.01
2010-08-13,10320.33,10381.86,10254.18,10303.15,3328890000,10303.15
2010-08-12,10361.58,10388.37,10222.85,10319.95,4521050000,10319.95
2010-08-11,10631.82,10631.82,10339.63,10378.83,4511860000,10378.83
2010-08-10,10696.63,10717.21,10522.63,10644.25,3979360000,10644.25
2010-08-09,10654.62,10755.66,10618.26,10698.75,3191630000,10698.75
2010-08-06,10668.55,10688.08,10491.37,10653.56,3857890000,10653.56
2010-08-05,10679.67,10712.37,10571.60,10674.98,3685560000,10674.98
2010-08-04,10630.20,10738.48,10583.10,10680.43,4057850000,10680.43
2010-08-03,10673.92,10714.19,10564.18,10636.38,4071820000,10636.38
2010-08-02,10468.82,10715.21,10468.82,10674.38,4144180000,10674.38
2010-07-30,10465.19,10528.84,10327.37,10465.94,4006450000,10465.94
2010-07-29,10498.94,10609.74,10383.45,10467.16,4612420000,10467.16
2010-07-28,10537.01,10586.36,10445.17,10497.88,4002390000,10497.88
2010-07-27,10525.28,10632.52,10460.65,10537.69,4725690000,10537.69
2010-07-26,10424.17,10545.94,10391.02,10525.43,4009650000,10525.43
2010-07-23,10321.16,10465.19,10237.84,10424.62,4524570000,10424.62
2010-07-22,10121.81,10391.78,10121.81,10322.30,4826900000,10322.30
2010-07-21,10226.02,10310.04,10053.85,10120.53,4747180000,10120.53
2010-07-20,10151.48,10248.20,9973.17,10229.96,4713280000,10229.96
2010-07-19,10098.12,10213.09,10051.28,10154.43,4089500000,10154.43
2010-07-16,10356.20,10356.20,10071.63,10097.90,5297350000,10097.90
2010-07-15,10367.10,10409.49,10216.04,10359.31,4552470000,10359.31
2010-07-14,10370.96,10423.03,10265.16,10366.72,4521050000,10366.72
2010-07-13,10217.55,10436.20,10217.55,10363.02,4640460000,10363.02
2010-07-12,10199.24,10260.62,10121.13,10216.27,3426990000,10216.27
2010-07-09,10137.93,10226.48,10079.05,10198.03,3506570000,10198.03
2010-07-08,10019.26,10175.02,9987.02,10138.99,4548460000,10138.99
2010-07-07,9736.85,10029.93,9716.38,10018.28,4931220000,10018.28
2010-07-06,9689.21,9880.76,9648.26,9743.62,4691240000,9743.62
2010-07-02,9732.23,9798.19,9603.80,9686.48,3968500000,9686.48
2010-07-01,9773.27,9834.71,9596.04,9732.53,6435770000,9732.53
2010-06-30,9868.34,9951.47,9741.07,9774.02,5067080000,9774.02
2010-06-29,10135.72,10135.72,9786.45,9870.30,6136700000,9870.30
2010-06-28,10143.05,10246.82,10070.12,10138.52,3896410000,10138.52
2010-06-25,10153.48,10261.10,10039.97,10143.81,5128840000,10143.81
2010-06-24,10297.08,10314.31,10112.60,10152.80,4814830000,10152.80
2010-06-23,10293.30,10393.89,10195.81,10298.44,4526150000,10298.44
2010-06-22,10441.95,10524.78,10276.14,10293.52,4514380000,10293.52
2010-06-21,10452.46,10627.19,10387.54,10442.41,4514360000,10442.41
2010-06-18,10435.00,10513.75,10379.60,10450.64,4555360000,10450.64
2010-06-17,10409.98,10479.74,10293.49,10434.17,4557760000,10434.17
2010-06-16,10404.24,10456.39,10289.37,10409.46,5002600000,10409.46
2010-06-15,10192.40,10416.11,10192.40,10404.77,4644490000,10404.77
2010-06-14,10211.83,10354.97,10175.02,10190.89,4425830000,10190.89
2010-06-11,10166.78,10235.10,10038.31,10211.07,4059280000,10211.07
2010-06-10,9901.67,10206.61,9901.67,10172.53,5144780000,10172.53
2010-06-09,9941.57,10093.33,9859.04,9899.25,5983200000,9899.25
2010-06-08,9812.94,9971.57,9726.33,9939.98,6192750000,9939.98
2010-06-07,9931.75,10025.84,9798.73,9816.49,5467560000,9816.49
2010-06-04,10249.61,10249.61,9881.11,9931.97,6180580000,9931.97
2010-06-03,10250.67,10348.84,10158.92,10255.28,4995970000,10255.28
2010-06-02,10025.61,10256.57,10007.09,10249.54,5026360000,10249.54
2010-06-01,10133.94,10249.27,9976.56,10024.02,5271480000,10024.02
2010-05-28,10258.00,10293.45,10078.66,10136.63,4871210000,10136.63
2010-05-27,9971.73,10279.01,9971.73,10258.99,5698460000,10258.99
2010-05-26,10045.11,10211.60,9937.79,9974.45,4521050000,9974.45
2010-05-25,10061.43,10061.43,9756.11,10043.75,7329580000,10043.75
2010-05-24,10193.46,10235.63,10028.78,10066.57,5224040000,10066.57
2010-05-21,10063.93,10225.88,9860.93,10193.39,5452130000,10193.39
2010-05-20,10440.21,10440.21,10042.46,10068.01,8328569600,10068.01
2010-05-19,10505.70,10558.56,10306.22,10444.37,6765800000,10444.37
2010-05-18,10625.45,10760.05,10463.15,10510.95,6170840000,10510.95
2010-05-17,10616.98,10707.30,10424.72,10625.83,5922920000,10625.83
2010-05-14,10780.68,10780.68,10509.89,10620.16,6126400000,10620.16
2010-05-13,10896.61,10952.84,10752.72,10782.95,4870640000,10782.95
2010-05-12,10742.15,10941.88,10725.81,10896.91,5225460000,10896.91
2010-05-11,10780.00,10888.30,10653.71,10748.26,5842550000,10748.26
2010-05-10,10386.18,10880.14,10386.18,10785.14,6893700000,10785.14
2010-05-07,10519.42,10622.27,10221.50,10380.43,9472910400,10380.43
2010-05-06,10862.22,10925.86,9787.17,10520.32,10617809600,10520.32
2010-05-05,10918.40,10984.05,10754.30,10868.12,6795940000,10868.12
2010-05-04,11149.48,11149.48,10843.71,10926.77,6594720000,10926.77
2010-05-03,11009.60,11203.37,11004.15,11151.83,4938050000,11151.83
2010-04-30,11168.23,11235.94,10984.35,11008.61,6048260000,11008.61
2010-04-29,11045.64,11232.54,11045.64,11167.32,6059410000,11167.32
2010-04-28,10988.87,11115.63,10938.48,11045.27,6342310000,11045.27
2010-04-27,11203.67,11260.88,10962.81,10991.99,7454540000,10991.99
2010-04-26,11205.11,11308.95,11150.01,11205.03,5647760000,11205.03
2010-04-23,11132.18,11247.20,11058.87,11204.28,5326060000,11204.28
2010-04-22,11119.78,11175.33,10975.66,11134.29,6035780000,11134.29
2010-04-21,11116.91,11217.35,11018.59,11124.92,5724310000,11124.92
2010-04-20,11093.11,11190.22,11045.80,11117.06,5316590000,11117.06
2010-04-19,11018.36,11116.76,10940.60,11092.05,6597740000,11092.05
2010-04-16,11143.66,11186.82,10947.55,11018.66,8108470400,11018.66
2010-04-15,11122.96,11189.61,11051.31,11144.57,5995330000,11144.57
2010-04-14,11020.70,11147.14,11004.61,11123.11,5760040000,11123.11
2010-04-13,11006.72,11072.70,10925.86,11019.42,5403580000,11019.42
2010-04-12,10996.75,11066.96,10957.22,11005.97,4607090000,11005.97
2010-04-09,10926.92,11032.12,10894.19,10997.35,4511570000,10997.35
2010-04-08,10896.99,10969.92,10810.15,10927.07,4726970000,10927.07
2010-04-07,10961.95,11000.22,10835.77,10897.52,5101430000,10897.52
2010-04-06,10972.49,11017.76,10893.89,10969.99,4086180000,10969.99
2010-04-05,10927.45,11026.75,10880.36,10973.55,3881620000,10973.55
2010-04-01,10857.31,10983.14,10851.57,10927.07,4006870000,10927.07
2010-03-31,10907.34,10933.19,10802.22,10856.63,4484340000,10856.63
2010-03-30,10895.02,10968.56,10837.21,10907.42,4085000000,10907.42
2010-03-29,10849.23,10954.43,10827.91,10895.86,4375580000,10895.86
2010-03-26,10841.29,10934.85,10801.84,10850.36,4708420000,10850.36
2010-03-25,10837.51,10985.26,10818.77,10841.21,5668900000,10841.21
2010-03-24,10887.62,10925.48,10788.77,10836.15,4705750000,10836.15
2010-03-23,10787.18,10906.06,10752.41,10888.83,4411640000,10888.83
2010-03-22,10741.00,10836.68,10672.23,10785.89,4261680000,10785.89
2010-03-19,10780.00,10869.55,10665.35,10741.98,5212410000,10741.98
2010-03-18,10733.44,10821.49,10686.89,10779.17,4234510000,10779.17
2010-03-17,10686.36,10787.86,10658.10,10733.67,4963200000,10733.67
2010-03-16,10642.53,10717.42,10594.16,10685.98,4369770000,10685.98
2010-03-15,10623.41,10680.32,10540.65,10642.15,4164110000,10642.15
2010-03-12,10611.77,10690.90,10561.66,10624.69,4928160000,10624.69
2010-03-11,10560.98,10626.73,10489.87,10611.84,4669060000,10611.84
2010-03-10,10560.13,10639.05,10502.64,10567.33,5469120000,10567.33
2010-03-09,10552.24,10637.46,10493.49,10564.38,5185570000,10564.38
2010-03-08,10563.78,10632.48,10500.90,10552.52,3774680000,10552.52
2010-03-05,10445.13,10587.13,10445.13,10566.20,4133000000,10566.20
2010-03-04,10396.53,10484.05,10363.88,10444.14,3945010000,10444.14
2010-03-03,10406.28,10496.22,10359.58,10396.76,3951320000,10396.76
2010-03-02,10404.16,10493.80,10359.80,10405.98,4134680000,10405.98
2010-03-01,10326.10,10444.60,10320.05,10403.79,3847640000,10403.79
2010-02-26,10321.41,10391.24,10250.45,10325.26,3945190000,10325.26
2010-02-25,10366.60,10366.60,10155.75,10321.03,4521130000,10321.03
2010-02-24,10284.00,10416.94,10271.61,10374.16,4168360000,10374.16
2010-02-23,10383.16,10430.16,10239.34,10282.41,4521050000,10282.41
2010-02-22,10402.43,10468.55,10333.05,10383.38,3814440000,10383.38
2010-02-19,10387.77,10459.18,10316.50,10402.35,3944280000,10402.35
2010-02-18,10309.39,10416.79,10255.58,10392.90,3878620000,10392.90
2010-02-17,10261.48,10366.83,10223.16,10309.24,4259230000,10309.24
2010-02-16,10100.81,10292.62,10100.81,10268.81,4080770000,10268.81
2010-02-12,10137.23,10140.18,9962.13,10099.14,4160680000,10099.14
2010-02-11,10037.85,10184.85,9963.19,10144.19,4400870000,10144.19
2010-02-10,10055.46,10120.15,9946.26,10038.38,4251450000,10038.38
2010-02-09,9910.28,10154.24,9910.28,10058.64,5114260000,10058.64
2010-02-08,10005.43,10059.24,9882.85,9908.39,4089820000,9908.39
2010-02-05,10003.69,10078.89,9822.84,10012.23,6438900000,10012.23
2010-02-04,10273.12,10273.12,9984.35,10002.18,5859690000,10002.18
2010-02-03,10291.73,10356.86,10192.03,10270.55,4285450000,10270.55
2010-02-02,10186.13,10333.35,10138.75,10296.85,4749540000,10296.85
2010-02-01,10068.99,10227.24,10068.99,10185.53,4077610000,10185.53
2010-01-29,10122.04,10272.29,10014.35,10067.33,5412850000,10067.33
2010-01-28,10236.92,10310.68,10023.80,10120.46,5452400000,10120.46
2010-01-27,10194.29,10294.13,10060.98,10236.16,5319120000,10236.16
2010-01-26,10195.35,10323.00,10102.17,10194.29,4731910000,10194.29
2010-01-25,10175.10,10316.65,10135.95,10196.86,4481390000,10196.86
2010-01-22,10389.58,10450.04,10133.15,10172.98,6208650000,10172.98
2010-01-21,10603.91,10651.14,10334.18,10389.88,6874289600,10389.88
2010-01-20,10719.69,10719.69,10492.36,10603.15,4810560000,10603.15
2010-01-19,10608.37,10763.45,10555.47,10725.43,4724830000,10725.43
2010-01-15,10706.99,10736.54,10529.09,10609.65,4758730000,10609.65
2010-01-14,10680.16,10767.15,10619.02,10710.55,3915200000,10710.55
2010-01-13,10628.09,10747.12,10569.07,10680.77,4170360000,10680.77
2010-01-12,10662.86,10701.48,10523.35,10627.26,4716160000,10627.26
2010-01-11,10620.31,10739.87,10538.91,10663.99,4255780000,10663.99
2010-01-08,10606.40,10653.11,10509.74,10618.19,4389590000,10618.19
2010-01-07,10571.11,10655.60,10471.73,10606.86,5270680000,10606.86
2010-01-06,10564.72,10655.22,10488.28,10573.68,4972660000,10573.68
2010-01-05,10584.56,10647.14,10468.86,10572.02,2491020000,10572.02
2010-01-04,10430.69,10641.62,10430.69,10583.96,3991400000,10583.96
2009-12-31,10548.51,10578.74,10420.56,10428.05,2076990000,10428.05
2009-12-30,10544.36,10583.28,10470.75,10548.51,2277300000,10548.51
2009-12-29,10547.83,10605.65,10518.59,10545.41,2491020000,10545.41
2009-12-28,10517.91,10585.02,10477.25,10547.08,2716400000,10547.08
2009-12-24,10467.12,10541.26,10450.95,10520.10,1267710000,10520.10
2009-12-23,10464.32,10520.93,10409.00,10466.44,3166870000,10466.44
2009-12-22,10414.67,10511.56,10399.33,10464.93,3641130000,10464.93
2009-12-21,10330.10,10489.41,10330.10,10414.14,3977340000,10414.14
2009-12-18,10309.39,10412.55,10237.75,10328.89,6325890000,10328.89
2009-12-17,10439.99,10439.99,10279.39,10308.26,7615070400,10308.26
2009-12-16,10449.81,10552.75,10401.90,10441.12,4829820000,10441.12
2009-12-15,10499.31,10542.09,10380.96,10452.00,5045100000,10452.00
2009-12-14,10471.28,10566.88,10431.60,10501.05,4548490000,10501.05
2009-12-11,10403.41,10516.47,10385.42,10471.50,3791090000,10471.50
2009-12-10,10336.00,10479.06,10332.14,10405.83,3996490000,10405.83
2009-12-09,10282.85,10377.11,10207.29,10337.05,4115410000,10337.05
2009-12-08,10385.42,10385.42,10216.44,10285.97,4748030000,10285.97
2009-12-07,10386.86,10478.23,10321.11,10390.11,4103360000,10390.11
2009-12-04,10368.57,10549.04,10285.44,10388.90,5781140000,10388.90
2009-12-03,10455.63,10533.55,10338.49,10366.15,4810030000,10366.15
2009-12-02,10470.44,10537.63,10386.03,10452.68,3941340000,10452.68
2009-12-01,10343.82,10537.03,10343.82,10471.58,4249310000,10471.58
2009-11-30,10309.77,10394.34,10238.05,10344.84,3895520000,10344.84
2009-11-27,10452.23,10452.23,10179.33,10309.92,2362910000,10309.92
2009-11-25,10432.96,10513.60,10385.65,10464.40,3036350000,10464.40
